"region","category","sub_category","segment","sales","profit","quantity","discount"
"South","Office Supplies","Storage","Corporate","51.984","-5.1984",1,"0.2"
"South","Office Supplies","Paper","Corporate","10.272","3.4668",3,"0.2"
"South","Office Supplies","Binders","Consumer","18.336","-12.224",2,"0.7"
"South","Technology","Phones","Consumer","180.96","13.572",5,"0.2"
"Central","Technology","Accessories","Consumer","475.944","95.1888",7,"0.2"
"West","Technology","Accessories","Home Office","159.98","47.994",2,"0.0"
"East","Technology","Phones","Corporate","43.6","12.208",4,"0.0"
"West","Office Supplies","Binders","Consumer","8.288","3.0044",2,"0.2"
"West","Technology","Phones","Consumer","1123.128","70.1955",9,"0.2"
"West","Office Supplies","Appliances","Consumer","64.9","18.821",5,"0.0"
"Central","Office Supplies","Binders","Consumer","2.808","-4.4928",3,"0.8"
"East","Technology","Accessories","Corporate","99.98","42.9914",2,"0.0"
"East","Office Supplies","Art","Corporate","8.04","2.7336",6,"0.0"
"East","Office Supplies","Storage","Corporate","1564.29","406.7154",13,"0.0"
"Central","Office Supplies","Binders","Corporate","138.56","66.5088",4,"0.0"
"Central","Office Supplies","Appliances","Corporate","65.52","12.376",5,"0.1"
"West","Office Supplies","Art","Consumer","14.576","2.3686",2,"0.2"
"West","Technology","Accessories","Consumer","23.2","1.45",2,"0.2"
"West","Office Supplies","Art","Consumer","16.464","1.8522",7,"0.2"
"East","Furniture","Furnishings","Consumer","19.312","3.1382",2,"0.2"
"West","Office Supplies","Paper","Consumer","40.08","19.2384",6,"0.0"
"East","Office Supplies","Appliances","Corporate","101.96","27.5292",2,"0.0"
"East","Office Supplies","Paper","Corporate","259.74","124.6752",13,"0.0"
"East","Technology","Accessories","Corporate","255.42","104.7222",9,"0.0"
"South","Office Supplies","Binders","Home Office","4.338","-3.0366",3,"0.7"
"South","Office Supplies","Binders","Home Office","11.88","-7.92",5,"0.7"
"Central","Furniture","Bookcases","Consumer","405.86","32.4688",7,"0.0"
"Central","Furniture","Chairs","Consumer","680.01","176.8026",3,"0.0"
"Central","Technology","Accessories","Consumer","2.376","0.7425",3,"0.2"
"Central","Office Supplies","Appliances","Consumer","143.128","-393.602",2,"0.8"
"West","Technology","Machines","Consumer","4476.8","503.64",4,"0.2"
"West","Office Supplies","Paper","Consumer","104.85","50.328",1,"0.0"
"West","Office Supplies","Appliances","Consumer","241.44","72.432",3,"0.0"
"South","Office Supplies","Paper","Home Office","319.76","147.0896",14,"0.0"
"South","Office Supplies","Paper","Home Office","45.68","21.0128",2,"0.0"
"West","Furniture","Furnishings","Home Office","31.96","1.598",2,"0.0"
"West","Office Supplies","Paper","Home Office","47.9","22.992",1,"0.0"
"West","Office Supplies","Storage","Home Office","1112.94","222.588",3,"0.0"
"West","Office Supplies","Envelopes","Home Office","22.92","11.2308",3,"0.0"
"West","Technology","Phones","Consumer","71.976","8.997",3,"0.2"
"West","Office Supplies","Paper","Consumer","19.44","9.3312",3,"0.0"
"South","Office Supplies","Binders","Corporate","31.086","-20.724",3,"0.7"
"East","Technology","Phones","Consumer","13.98","3.9144",2,"0.0"
"East","Office Supplies","Art","Consumer","23.65","6.149",1,"0.0"
"West","Technology","Phones","Consumer","707.88","44.2425",3,"0.2"
"West","Office Supplies","Binders","Consumer","11.952","4.1832",3,"0.2"
"West","Office Supplies","Binders","Consumer","31.128","11.673",3,"0.2"
"West","Technology","Accessories","Consumer","55.76","7.8064",4,"0.0"
"West","Office Supplies","Paper","Consumer","24.56","11.5432",2,"0.0"
"West","Furniture","Furnishings","Consumer","51.75","15.525",1,"0.0"
"West","Furniture","Chairs","Consumer","207.184","25.898",1,"0.2"
"West","Office Supplies","Appliances","Consumer","1473.1","412.468",5,"0.0"
"East","Office Supplies","Supplies","Home Office","3.488","-0.6976",2,"0.2"
"East","Technology","Accessories","Home Office","21.728","3.8024",4,"0.2"
"East","Office Supplies","Storage","Home Office","663.072","-165.768",6,"0.2"
"East","Office Supplies","Binders","Home Office","99.588","-82.99",2,"0.7"
"East","Office Supplies","Paper","Home Office","49.568","15.49",2,"0.2"
"Central","Office Supplies","Binders","Corporate","29.372","-46.9952",7,"0.8"
"Central","Technology","Phones","Corporate","344.704","38.7792",2,"0.2"
"West","Office Supplies","Supplies","Consumer","47.992","3.5994",7,"0.2"
"West","Technology","Accessories","Consumer","102.24","-16.614",4,"0.2"
"West","Office Supplies","Paper","Consumer","39.96","19.1808",2,"0.0"
"West","Technology","Phones","Consumer","1432.0","125.3",5,"0.2"
"West","Office Supplies","Supplies","Consumer","41.04","11.0808",6,"0.0"
"West","Furniture","Chairs","Consumer","256.784","32.098",1,"0.2"
"East","Furniture","Bookcases","Consumer","120.98","12.098",1,"0.0"
"East","Office Supplies","Binders","Consumer","315.98","148.5106",1,"0.0"
"East","Office Supplies","Binders","Corporate","28.752","10.0632",3,"0.2"
"East","Office Supplies","Art","Corporate","114.95","32.186",5,"0.0"
"West","Office Supplies","Art","Corporate","23.04","6.912",8,"0.0"
"East","Office Supplies","Art","Consumer","15.48","4.4892",3,"0.0"
"East","Office Supplies","Paper","Consumer","51.84","24.8832",8,"0.0"
"Central","Technology","Accessories","Consumer","39.816","7.4655",3,"0.2"
"West","Office Supplies","Storage","Corporate","16.06","4.1756",1,"0.0"
"Central","Office Supplies","Envelopes","Home Office","7.28","3.4944",1,"0.0"
"Central","Office Supplies","Binders","Home Office","5.4","2.592",3,"0.0"
"West","Office Supplies","Paper","Consumer","19.44","9.3312",3,"0.0"
"West","Furniture","Furnishings","Corporate","39.88","11.1664",2,"0.0"
"West","Furniture","Furnishings","Corporate","79.44","28.5984",3,"0.0"
"East","Office Supplies","Labels","Corporate","20.664","6.9741",7,"0.2"
"West","Office Supplies","Paper","Corporate","32.4","15.552",5,"0.0"
"Central","Office Supplies","Appliances","Corporate","13.762","-24.7716",1,"0.8"
"Central","Office Supplies","Envelopes","Home Office","15.28","7.4872",2,"0.0"
"East","Office Supplies","Storage","Consumer","44.688","3.3516",7,"0.2"
"East","Furniture","Bookcases","Consumer","301.47","-204.9996",3,"0.5"
"South","Office Supplies","Labels","Consumer","11.07","5.2029",3,"0.0"
"South","Furniture","Tables","Consumer","1504.52","346.0396",4,"0.0"
"South","Office Supplies","Paper","Consumer","25.92","12.4416",4,"0.0"
"Central","Office Supplies","Binders","Home Office","7.536","-13.188",6,"0.8"
"Central","Office Supplies","Binders","Home Office","1.408","-2.3232",2,"0.8"
"Central","Office Supplies","Binders","Home Office","4.144","-6.4232",4,"0.8"
"Central","Office Supplies","Storage","Home Office","52.752","-12.5286",3,"0.2"
"West","Office Supplies","Appliances","Corporate","381.36","106.7808",7,"0.0"
"West","Office Supplies","Art","Home Office","6.72","3.36",4,"0.0"
"West","Office Supplies","Binders","Consumer","15.192","5.5071",3,"0.2"
"West","Office Supplies","Paper","Consumer","58.32","27.9936",9,"0.0"
"West","Office Supplies","Binders","Consumer","946.764","-694.2936",6,"0.7"
"West","Furniture","Furnishings","Consumer","94.68","31.2444",9,"0.0"
"West","Office Supplies","Storage","Consumer","23.67","0.9468",3,"0.0"
"West","Technology","Phones","Consumer","1091.168","68.198",4,"0.2"
"West","Office Supplies","Art","Consumer","18.69","5.2332",7,"0.0"
"West","Furniture","Tables","Consumer","568.728","28.4364",3,"0.2"
"West","Office Supplies","Binders","Consumer","7.312","2.5592",1,"0.2"
"East","Furniture","Furnishings","Consumer","147.568","-3.6892",2,"0.2"
"South","Office Supplies","Paper","Corporate","56.784","20.5842",7,"0.2"
"South","Office Supplies","Binders","Corporate","5.607","-3.9249",3,"0.7"
"South","Office Supplies","Art","Corporate","6.576","0.5754",3,"0.2"
"West","Office Supplies","Binders","Home Office","14.304","4.6488",6,"0.2"
"West","Furniture","Bookcases","Home Office","119.833","7.049",1,"0.15"
"West","Office Supplies","Art","Home Office","5.56","2.224",2,"0.0"
"West","Office Supplies","Paper","Home Office","32.4","15.552",5,"0.0"
"West","Office Supplies","Art","Home Office","9.84","2.8536",3,"0.0"
"West","Office Supplies","Art","Home Office","2.78","0.7228",1,"0.0"
"East","Office Supplies","Binders","Consumer","3.64","1.365",1,"0.2"
"East","Technology","Phones","Consumer","881.93","220.4825",7,"0.0"
"Central","Office Supplies","Binders","Corporate","115.84","54.4448",8,"0.0"
"West","Office Supplies","Binders","Corporate","107.648","33.64",2,"0.2"
"South","Technology","Accessories","Consumer","199.95","63.984",5,"0.0"
"South","Office Supplies","Paper","Consumer","12.96","6.2208",2,"0.0"
"Central","Furniture","Chairs","Consumer","60.89","15.2225",1,"0.0"
"Central","Office Supplies","Labels","Consumer","14.94","6.8724",3,"0.0"
"Central","Office Supplies","Binders","Consumer","9.64","4.4344",2,"0.0"
"Central","Furniture","Furnishings","Consumer","332.94","53.2704",3,"0.0"
"Central","Office Supplies","Binders","Consumer","51.9","24.393",3,"0.0"
"Central","Office Supplies","Storage","Consumer","64.96","2.5984",2,"0.0"
"Central","Office Supplies","Supplies","Consumer","25.5","6.63",3,"0.0"
"West","Furniture","Chairs","Home Office","215.976","-2.6997",3,"0.2"
"Central","Furniture","Chairs","Consumer","389.97","35.0973",3,"0.0"
"Central","Office Supplies","Appliances","Consumer","269.91","53.982",5,"0.1"
"South","Office Supplies","Binders","Corporate","11.673","-7.782",3,"0.7"
"South","Office Supplies","Envelopes","Corporate","64.848","24.318",7,"0.2"
"West","Furniture","Furnishings","Home Office","14.56","5.5328",2,"0.0"
"East","Furniture","Chairs","Consumer","102.582","6.8388",1,"0.1"
"East","Office Supplies","Paper","Consumer","20.04","9.6192",3,"0.0"
"East","Office Supplies","Binders","Consumer","32.088","11.2308",7,"0.2"
"East","Office Supplies","Binders","Consumer","4305.552","1453.1238",6,"0.2"
"East","Furniture","Furnishings","Corporate","10.02","4.4088",3,"0.0"
"East","Technology","Phones","Corporate","631.96","303.3408",4,"0.0"
"South","Office Supplies","Binders","Consumer","1577.94","757.4112",3,"0.0"
"West","Office Supplies","Art","Corporate","255.85","112.574",7,"0.0"
"South","Office Supplies","Storage","Corporate","184.704","13.8528",6,"0.2"
"South","Technology","Accessories","Corporate","47.92","11.98",2,"0.2"
"East","Office Supplies","Labels","Consumer","15.936","5.1792",4,"0.2"
"East","Office Supplies","Binders","Consumer","8.001","-5.6007",7,"0.7"
"East","Furniture","Chairs","Consumer","398.972","-28.498",2,"0.3"
"West","Furniture","Bookcases","Home Office","163.88","40.97",2,"0.0"
"South","Office Supplies","Appliances","Consumer","67.9","20.37",5,"0.0"
"South","Office Supplies","Paper","Consumer","72.224","25.2784",4,"0.2"
"West","Office Supplies","Labels","Consumer","11.696","3.9474",2,"0.2"
"Central","Furniture","Chairs","Corporate","392.94","43.2234",3,"0.0"
"South","Furniture","Furnishings","Consumer","18.176","4.7712",1,"0.2"
"Central","Office Supplies","Binders","Home Office","6.888","-11.0208",3,"0.8"
"Central","Furniture","Tables","Home Office","457.485","-84.9615",3,"0.3"
"East","Furniture","Chairs","Consumer","1079.316","-15.4188",6,"0.3"
"West","Office Supplies","Paper","Home Office","48.91","22.9877",1,"0.0"
"East","Office Supplies","Art","Consumer","9.84","2.8536",3,"0.0"
"East","Office Supplies","Binders","Consumer","34.5","15.525",3,"0.0"
"Central","Office Supplies","Binders","Corporate","0.556","-0.9452",1,"0.8"
"East","Office Supplies","Binders","Consumer","43.8","20.586",6,"0.0"
"East","Office Supplies","Paper","Corporate","13.872","5.0286",3,"0.2"
"East","Furniture","Bookcases","Corporate","115.96","-64.9376",4,"0.5"
"Central","Technology","Accessories","Corporate","41.424","8.2848",2,"0.2"
"Central","Technology","Phones","Corporate","244.768","24.4768",4,"0.2"
"Central","Office Supplies","Art","Corporate","74.352","6.5058",3,"0.2"
"Central","Office Supplies","Binders","Corporate","4.312","-6.8992",2,"0.8"
"Central","Furniture","Chairs","Corporate","56.686","-20.245",1,"0.3"
"Central","Technology","Phones","Corporate","97.968","6.123",2,"0.2"
"Central","Office Supplies","Art","Corporate","7.872","0.8856",3,"0.2"
"Central","Office Supplies","Paper","Corporate","15.552","5.4432",3,"0.2"
"Central","Office Supplies","Binders","Corporate","1.476","-2.2878",1,"0.8"
"West","Office Supplies","Art","Home Office","8.4","2.184",5,"0.0"
"West","Office Supplies","Art","Consumer","6.56","1.9024",2,"0.0"
"West","Office Supplies","Art","Consumer","14.88","3.72",2,"0.0"
"West","Technology","Accessories","Consumer","45.48","15.918",4,"0.0"
"West","Office Supplies","Art","Consumer","25.44","9.9216",6,"0.0"
"East","Office Supplies","Binders","Corporate","146.688","45.84",8,"0.2"
"Central","Office Supplies","Labels","Consumer","4.928","1.7248",2,"0.2"
"Central","Office Supplies","Art","Consumer","63.488","4.7616",4,"0.2"
"Central","Office Supplies","Storage","Corporate","418.32","117.1296",7,"0.0"
"Central","Office Supplies","Appliances","Corporate","123.858","46.7908",2,"0.1"
"East","Technology","Phones","Consumer","118.782","-27.7158",3,"0.4"
"East","Office Supplies","Supplies","Consumer","769.184","-163.4516",4,"0.2"
"Central","Technology","Accessories","Consumer","47.904","-2.994",1,"0.2"
"East","Office Supplies","Paper","Corporate","13.36","6.4128",2,"0.0"
"East","Furniture","Chairs","Corporate","163.764","25.4744",2,"0.1"
"East","Furniture","Furnishings","Corporate","183.92","31.2664",4,"0.0"
"Central","Furniture","Furnishings","Consumer","11.376","-5.688",3,"0.6"
"Central","Furniture","Furnishings","Consumer","66.112","-84.2928",4,"0.6"
"West","Office Supplies","Paper","Consumer","211.04","97.0784",8,"0.0"
"West","Furniture","Chairs","Consumer","594.816","59.4816",2,"0.2"
"West","Office Supplies","Binders","Consumer","72.96","23.712",3,"0.2"
"West","Furniture","Furnishings","Consumer","80.96","34.8128",4,"0.0"
"West","Technology","Phones","Consumer","455.712","34.1784",2,"0.2"
"West","Office Supplies","Art","Consumer","25.98","7.2744",1,"0.0"
"West","Office Supplies","Appliances","Consumer","45.28","15.3952",4,"0.0"
"East","Office Supplies","Envelopes","Consumer","15.56","7.3132",2,"0.0"
"West","Technology","Phones","Corporate","859.2","75.18",3,"0.2"
"South","Office Supplies","Appliances","Consumer","195.68","50.8768",4,"0.0"
"South","Office Supplies","Fasteners","Consumer","14.2","6.674",4,"0.0"
"South","Furniture","Bookcases","Consumer","314.352","-15.7176",3,"0.2"
"South","Office Supplies","Labels","Consumer","4.608","1.4976",2,"0.2"
"West","Office Supplies","Fasteners","Corporate","17.9","8.771",5,"0.0"
"West","Office Supplies","Binders","Corporate","2.992","1.122",1,"0.2"
"West","Office Supplies","Binders","Corporate","20.064","7.0224",6,"0.2"
"West","Office Supplies","Paper","Corporate","146.73","68.9631",3,"0.0"
"West","Office Supplies","Labels","Corporate","18.75","9.0",5,"0.0"
"West","Technology","Phones","Corporate","117.576","11.7576",3,"0.2"
"West","Office Supplies","Binders","Home Office","51.184","19.194",7,"0.2"
"East","Furniture","Tables","Home Office","455.97","-106.393",5,"0.4"
"East","Office Supplies","Binders","Home Office","5.715","-4.7625",5,"0.7"
"East","Technology","Phones","Home Office","57.594","-11.5188",1,"0.4"
"East","Furniture","Furnishings","Home Office","30.144","8.2896",2,"0.2"
"East","Furniture","Chairs","Home Office","899.43","-12.849",5,"0.3"
"West","Furniture","Furnishings","Consumer","842.72","202.2528",8,"0.0"
"West","Furniture","Furnishings","Consumer","41.96","10.9096",2,"0.0"
"West","Office Supplies","Binders","Corporate","13.216","4.4604",4,"0.2"
"West","Furniture","Chairs","Corporate","184.752","-20.7846",3,"0.2"
"Central","Furniture","Chairs","Consumer","520.464","-14.8704",2,"0.3"
"Central","Office Supplies","Paper","Consumer","11.424","3.7128",3,"0.2"
"Central","Office Supplies","Paper","Home Office","19.44","9.3312",3,"0.0"
"Central","Office Supplies","Art","Home Office","3.64","1.0192",2,"0.0"
"Central","Office Supplies","Paper","Home Office","18.54","8.7138",2,"0.0"
"East","Office Supplies","Binders","Corporate","43.12","15.092",5,"0.2"
"East","Furniture","Tables","Corporate","313.722","-99.3453",3,"0.4"
"East","Furniture","Furnishings","Corporate","45.98","7.8166",1,"0.0"
"East","Office Supplies","Storage","Corporate","428.68","0.0",7,"0.0"
"West","Office Supplies","Binders","Home Office","30.576","10.3194",6,"0.2"
"West","Office Supplies","Fasteners","Home Office","13.02","0.3906",7,"0.0"
"West","Furniture","Furnishings","Home Office","22.14","6.4206",3,"0.0"
"West","Office Supplies","Storage","Home Office","359.32","7.1864",4,"0.0"
"Central","Office Supplies","Paper","Consumer","11.56","5.6644",2,"0.0"
"East","Office Supplies","Binders","Consumer","68.48","25.68",2,"0.2"
"East","Office Supplies","Storage","Consumer","1676.88","83.844",6,"0.0"
